entity,code,year,schizophrenia,bipolar_disorder,eating_disorders,anxiety_disorders,drug_use_disorders,depression,alcohol_use_disorders
Vanuatu,VUT,2017,0.214734298653999,0.427418833648,0.106462399086,3.21881611056999,0.698906285798,3.12269497442,1.21394073136
Venezuela,VEN,2017,0.205536618376,0.779803187471,0.2826904166,2.8667893133,0.645769753395,2.8145838578,1.37021583223
Vietnam,VNM,2017,0.244662787417,0.552653321375,0.128466466411,2.06687105793,0.693534364296,2.87945006517,1.73946589527
Wales,,2017,0.251599632067,0.939462568065,0.499407254594,4.77662662190999,1.56340397343,4.06928894939,1.67643818264999
Western Europe,,2017,0.260960352765,0.942469509845,0.575872585827,5.70545621348,1.1348836557,3.92440370039,1.36389322861
Western Sub-Saharan Africa,,2017,0.175339948553,0.637775535958,0.142430762558,2.90818280601999,0.488561748208,3.69965439105,0.968597688206
World,OWID_WRL,2017,0.254055151307,0.598082516489,0.211304286703,3.7648105279,0.941627546485,3.44108733973,1.39649651682
Yemen,YEM,2017,0.171690746660999,0.735682273809,0.132623130414,4.85720744213,1.41472529682,4.01234641607,0.634412813119
Zambia,ZMB,2017,0.16586619176,0.605971962156,0.142767575682,3.59971394199,0.515971749857,3.64181116286,1.63324270798
Zimbabwe,ZWE,2017,0.157963235821,0.611242389594,0.124443427153,3.1109255999,0.772648270742,3.19278911933999,1.51094346583999
